legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeRaw,segmentsArrivalTimeRaw,segmentsAirlineName,segmentsAirlineCode,segmentsCabinCode
6be7a303-c161-4aa9-afac-d4df3053411b,2025-08-29,2025-09-23,LAX,JFK,FARE682,PT2H47M,25,1,0,0,271.06,298.55,4,1026,2025-09-23T17:45:00,2025-09-23T20:32:00,American Airlines,AA,business
d4f2fb1b-fe23-48bb-9137-273a2ca16832,2025-08-29,2025-09-18,LAX,JFK,FARE848,PT4H55M,20,1,0,1,457.17,485.12,2,1004,2025-09-18T17:15:00,2025-09-18T22:10:00,United,UA,coach
61c9ca47-42a3-4dc3-ae2c-8472a0fd9022,2025-08-29,2025-09-13,LAX,JFK,FARE844,PT5H7M,15,0,0,1,481.45,527.38,3,1060,2025-09-13T09:00:00,2025-09-13T14:07:00,JetBlue Airways,B6,coach
8ece4e83-3416-4079-8849-0bbdd02ecb37,2025-08-29,2025-09-27,SFO,ORD,FARE699,PT4H40M,29,0,0,0,411.86,446.08000000000004,7,1957,2025-09-27T07:00:00,2025-09-27T11:40:00,United,UA,business
f134d366-d114-468d-8a11-f328f604f3ce,2025-08-29,2025-09-02,SFO,ORD,FARE434,PT5H1M,4,1,0,0,132.35,159.92,7,322,2025-09-02T10:00:00,2025-09-02T15:01:00,American Airlines,AA,business
58a53464-1024-435d-bb48-dddf13f839a9,2025-08-29,2025-09-24,SFO,ORD,FARE240,PT2H1M,26,1,1,1,287.16,334.20000000000005,6,831,2025-09-24T15:45:00,2025-09-24T17:46:00,JetBlue Airways,B6,business
f189c51d-b39d-4197-88d0-80da1e4d84a2,2025-08-29,2025-09-22,MIA,DFW,FARE450,PT4H41M,24,1,1,1,171.36,212.61,6,403,2025-09-22T08:00:00,2025-09-22T12:41:00,JetBlue Airways,B6,business
c1de3a88-1b32-4b63-bd2c-d4feb2b1d2f8,2025-08-29,2025-08-31,MIA,DFW,FARE794,PT2H50M,2,1,0,0,197.23,219.53,4,590,2025-08-31T13:15:00,2025-08-31T16:05:00,American Airlines,AA,business
a969aa14-0b96-446d-9534-6cf1731ed391,2025-08-29,2025-09-12,MIA,DFW,FARE357,PT3H57M,14,1,1,0,260.84,287.03999999999996,6,539,2025-09-12T10:30:00,2025-09-12T14:27:00,JetBlue Airways,B6,business
b16d9de6-e0ec-4eef-9760-c867d09083d1,2025-08-30,2025-09-25,ATL,BOS,FARE731,PT4H29M,26,1,0,0,180.83,214.99,10,1753,2025-09-25T12:45:00,2025-09-25T17:14:00,United,UA,business
b14697f3-7bd9-485c-b179-d42774f10567,2025-08-30,2025-09-18,ATL,BOS,FARE403,PT4H55M,19,1,0,0,325.5,367.07,5,1212,2025-09-18T15:30:00,2025-09-18T20:25:00,American Airlines,AA,business
f312f57b-b6e7-4c75-b288-7073171ec225,2025-08-30,2025-09-07,ATL,BOS,FARE946,PT1H58M,8,0,1,0,475.54,524.87,7,1351,2025-09-07T11:30:00,2025-09-07T13:28:00,United,UA,coach
d7aa041c-b61d-4feb-9367-c32ef51ea79a,2025-08-30,2025-09-27,LAX,JFK,FARE346,PT5H40M,28,0,0,0,164.55,202.58,2,1681,2025-09-27T06:00:00,2025-09-27T11:40:00,JetBlue Airways,B6,business
fb398d3d-a9c5-4a27-a329-65aa06f07875,2025-08-30,2025-08-31,LAX,JFK,FARE588,PT5H24M,1,1,0,1,418.78,452.59,6,992,2025-08-31T13:45:00,2025-08-31T19:09:00,Delta,DL,coach
9af24518-33ef-4b9a-a7dd-281f6e22fb34,2025-08-30,2025-09-13,LAX,JFK,FARE606,PT5H30M,14,0,0,0,102.81,145.93,3,1697,2025-09-13T10:45:00,2025-09-13T16:15:00,JetBlue Airways,B6,coach
165e5582-14a1-4369-ad64-d4e7ae688c93,2025-08-30,2025-09-11,SFO,ORD,FARE223,PT1H43M,12,1,1,1,475.11,521.32,8,1052,2025-09-11T12:15:00,2025-09-11T13:58:00,Delta,DL,business
6f56e3fc-a91e-4ac4-b575-670df2aee07f,2025-08-30,2025-09-22,SFO,ORD,FARE935,PT3H30M,23,0,0,0,119.68,147.82,1,1120,2025-09-22T09:30:00,2025-09-22T13:00:00,JetBlue Airways,B6,business
e96540ef-ac8d-4a51-a721-6f09ef2f8a66,2025-08-30,2025-09-23,SFO,ORD,FARE993,PT4H2M,24,0,0,0,209.45,229.89999999999998,8,1117,2025-09-23T19:45:00,2025-09-23T23:47:00,JetBlue Airways,B6,business
8ac9691c-8fde-453d-b01e-a984955db2a9,2025-08-30,2025-09-08,MIA,DFW,FARE780,PT5H27M,9,0,0,0,447.68,493.08,8,473,2025-09-08T17:30:00,2025-09-08T22:57:00,JetBlue Airways,B6,business
0815236f-f851-4bdf-b988-0341cbdadd5d,2025-08-30,2025-09-05,MIA,DFW,FARE599,PT5H45M,6,1,1,0,108.92,155.72,10,396,2025-09-05T14:45:00,2025-09-05T20:30:00,American Airlines,AA,business
e045159a-c0a4-4b9c-afbe-0b6322e65a5e,2025-08-30,2025-09-13,MIA,DFW,FARE353,PT1H40M,14,1,1,1,419.55,465.08000000000004,2,1368,2025-09-13T08:15:00,2025-09-13T09:55:00,United,UA,coach
28c01b5f-02a7-4606-bb53-313aee5378fd,2025-08-31,2025-09-04,ATL,BOS,FARE698,PT5H55M,4,0,0,0,354.24,382.61,8,669,2025-09-04T20:45:00,2025-09-05T02:40:00,United,UA,business
24cbd74c-dec7-426f-8a3d-9a88906f2161,2025-08-31,2025-09-27,ATL,BOS,FARE781,PT5H0M,27,0,1,1,494.44,530.77,5,1473,2025-09-27T09:30:00,2025-09-27T14:30:00,United,UA,business
cd33fec1-5544-482d-b3e1-0fae732e337b,2025-08-31,2025-09-11,ATL,BOS,FARE252,PT2H39M,11,0,0,1,374.93,396.2,4,849,2025-09-11T18:30:00,2025-09-11T21:09:00,JetBlue Airways,B6,business
058c48b6-63c4-458c-8bec-ac6f69397dbf,2025-08-31,2025-09-20,LAX,JFK,FARE299,PT3H51M,20,0,0,1,144.87,182.7,1,1955,2025-09-20T08:00:00,2025-09-20T11:51:00,United,UA,business
beef4896-7696-4971-a30d-b52cd2c970b3,2025-08-31,2025-09-30,LAX,JFK,FARE611,PT2H26M,30,1,1,1,465.98,502.96000000000004,3,629,2025-09-30T17:30:00,2025-09-30T19:56:00,Delta,DL,coach
d4d2b476-86e1-4519-b9c1-2374db393f01,2025-08-31,2025-09-04,LAX,JFK,FARE371,PT2H35M,4,1,0,0,466.36,506.43,4,1120,2025-09-04T18:45:00,2025-09-04T21:20:00,American Airlines,AA,coach
34378cf5-05fd-4343-ae60-6e4362914dba,2025-08-31,2025-09-17,SFO,ORD,FARE292,PT2H40M,17,0,1,1,132.25,170.68,3,474,2025-09-17T18:30:00,2025-09-17T21:10:00,JetBlue Airways,B6,business
fc0f2d9a-a059-46d7-85a3-2e0535b12ed6,2025-08-31,2025-09-25,SFO,ORD,FARE816,PT5H16M,25,0,1,1,458.7,507.28,9,782,2025-09-25T07:15:00,2025-09-25T12:31:00,United,UA,coach
997eadc7-f9e7-43a8-be8d-86274e17696c,2025-08-31,2025-09-08,SFO,ORD,FARE205,PT3H50M,8,1,0,1,162.71,206.20000000000002,8,1104,2025-09-08T20:00:00,2025-09-08T23:50:00,United,UA,business
51dfa526-8c4d-4300-9b3a-b4ab052be84d,2025-08-31,2025-09-23,MIA,DFW,FARE441,PT4H31M,23,1,0,0,174.97,218.5,8,948,2025-09-23T07:00:00,2025-09-23T11:31:00,JetBlue Airways,B6,business
569c5c66-98d3-43ae-92ba-59cf70c077f8,2025-08-31,2025-09-13,MIA,DFW,FARE628,PT3H56M,13,0,1,0,493.91,529.7,5,802,2025-09-13T06:45:00,2025-09-13T10:41:00,American Airlines,AA,business
4fe658a3-12f4-4bb3-8741-b45aac22b1ee,2025-08-31,2025-09-28,MIA,DFW,FARE219,PT4H12M,28,0,1,0,127.3,167.05,9,1380,2025-09-28T20:30:00,2025-09-29T00:42:00,JetBlue Airways,B6,business
1128337c-8b41-4446-9903-280357304289,2025-09-01,2025-10-01,ATL,BOS,FARE126,PT4H15M,30,0,1,1,241.98,280.51,8,1984,2025-10-01T09:45:00,2025-10-01T14:00:00,United,UA,coach
27c98fc5-2748-4baf-88d0-049053de2b46,2025-09-01,2025-09-12,ATL,BOS,FARE431,PT4H59M,11,1,0,0,316.75,362.78,7,488,2025-09-12T08:00:00,2025-09-12T12:59:00,United,UA,coach
28fbeefb-2b57-408a-8f52-f1be5fb6c503,2025-09-01,2025-09-02,ATL,BOS,FARE853,PT5H34M,1,1,1,1,161.82,190.16,8,1114,2025-09-02T20:30:00,2025-09-03T02:04:00,American Airlines,AA,coach
3e0d0100-24ea-4ca7-9359-a3241f6e391b,2025-09-01,2025-09-20,LAX,JFK,FARE443,PT2H57M,19,1,1,0,363.79,397.1,3,436,2025-09-20T12:00:00,2025-09-20T14:57:00,American Airlines,AA,business
f249b642-dfef-4280-920e-472ec518ae6c,2025-09-01,2025-09-20,LAX,JFK,FARE371,PT3H6M,19,1,0,1,334.59,371.89,8,1639,2025-09-20T16:45:00,2025-09-20T19:51:00,American Airlines,AA,business
7a18fbe8-90f6-444b-8612-f2c022afc6f7,2025-09-01,2025-09-27,LAX,JFK,FARE371,PT5H48M,26,0,1,0,290.8,322.68,5,493,2025-09-27T06:00:00,2025-09-27T11:48:00,American Airlines,AA,coach
befe1cec-1d5a-4600-9be7-106845b77739,2025-09-01,2025-09-29,SFO,ORD,FARE355,PT3H49M,28,1,1,0,388.15,427.65999999999997,7,378,2025-09-29T06:00:00,2025-09-29T09:49:00,Delta,DL,coach
b536879f-3393-4b8b-ae04-3788a6a3041c,2025-09-01,2025-09-17,SFO,ORD,FARE777,PT3H1M,16,1,1,1,367.79,407.46000000000004,2,1136,2025-09-17T14:15:00,2025-09-17T17:16:00,JetBlue Airways,B6,business
b7b2367b-c242-4d4e-99a9-5d8e49ce3268,2025-09-01,2025-09-17,SFO,ORD,FARE537,PT3H3M,16,0,0,1,349.72,374.15000000000003,5,1987,2025-09-17T10:45:00,2025-09-17T13:48:00,JetBlue Airways,B6,business
f74eb1be-0672-476b-a2a0-83bf5adb2e2c,2025-09-01,2025-09-04,MIA,DFW,FARE475,PT5H56M,3,0,0,0,172.09,199.99,10,327,2025-09-04T08:00:00,2025-09-04T13:56:00,American Airlines,AA,coach
6ac4cb27-3f53-4833-aeaf-a6c53ae14e1f,2025-09-01,2025-09-12,MIA,DFW,FARE680,PT2H7M,11,1,1,1,387.08,416.46,8,1951,2025-09-12T12:00:00,2025-09-12T14:07:00,Delta,DL,coach
bdea1cf5-0870-4830-bcab-247d092fe2d5,2025-09-01,2025-09-28,MIA,DFW,FARE860,PT4H58M,27,0,1,1,261.94,302.54,10,822,2025-09-28T14:30:00,2025-09-28T19:28:00,American Airlines,AA,coach
7ae1beea-a20c-49fb-b80e-befc1736c11a,2025-09-02,2025-09-24,ATL,BOS,FARE617,PT3H17M,22,1,0,1,275.54,320.29,8,1761,2025-09-24T15:00:00,2025-09-24T18:17:00,Delta,DL,business
674b703b-36ef-4509-9423-cea7b8dd47a9,2025-09-02,2025-09-21,ATL,BOS,FARE107,PT2H56M,19,0,0,0,314.77,354.16999999999996,8,699,2025-09-21T10:30:00,2025-09-21T13:26:00,Delta,DL,business
fb98af35-3dd2-40ef-88a2-27b602a05f1e,2025-09-02,2025-09-23,ATL,BOS,FARE462,PT3H7M,21,0,0,1,415.53,449.96,10,1169,2025-09-23T08:45:00,2025-09-23T11:52:00,JetBlue Airways,B6,business
0a364893-0ffb-4c81-977c-4cb033b65879,2025-09-02,2025-09-30,LAX,JFK,FARE739,PT3H21M,28,1,0,1,255.93,290.71000000000004,5,1088,2025-09-30T20:00:00,2025-09-30T23:21:00,American Airlines,AA,coach
22a1051e-c9bc-4680-9867-b0db14983a28,2025-09-02,2025-09-28,LAX,JFK,FARE212,PT2H46M,26,0,0,0,356.19,403.39,2,1306,2025-09-28T15:30:00,2025-09-28T18:16:00,JetBlue Airways,B6,business
975c6028-b569-450f-9f81-b45e64c6f6f2,2025-09-02,2025-09-06,LAX,JFK,FARE757,PT4H38M,4,1,0,0,472.57,496.12,3,1401,2025-09-06T07:30:00,2025-09-06T12:08:00,American Airlines,AA,business
8a9db521-17d1-4eb7-994e-2dfb70efda3c,2025-09-02,2025-09-24,SFO,ORD,FARE343,PT4H28M,22,1,0,0,242.67,274.15,6,519,2025-09-24T06:15:00,2025-09-24T10:43:00,JetBlue Airways,B6,coach
ee81394e-bfcf-4dc7-bfdd-71b5fc0ff683,2025-09-02,2025-09-11,SFO,ORD,FARE920,PT4H42M,9,0,0,1,453.76,503.3,2,1416,2025-09-11T17:00:00,2025-09-11T21:42:00,United,UA,coach
5ff923ec-6a21-4d68-9c14-e1dc68140a9e,2025-09-02,2025-10-01,SFO,ORD,FARE328,PT1H51M,29,0,0,0,219.85,252.79,10,1117,2025-10-01T05:00:00,2025-10-01T06:51:00,Delta,DL,coach
cd621aa7-1060-49e0-9b2a-7785e1643f92,2025-09-02,2025-10-01,MIA,DFW,FARE782,PT3H6M,29,0,1,0,471.43,515.27,4,1364,2025-10-01T11:30:00,2025-10-01T14:36:00,JetBlue Airways,B6,coach
504e3783-f1c5-4605-957f-93dfe7e85c4c,2025-09-02,2025-09-23,MIA,DFW,FARE881,PT2H45M,21,0,1,1,325.36,368.6,4,921,2025-09-23T09:15:00,2025-09-23T12:00:00,American Airlines,AA,business
644899c7-d485-46db-acf7-4c25cb789e9c,2025-09-02,2025-09-19,MIA,DFW,FARE461,PT5H18M,17,1,1,1,308.9,354.17999999999995,2,1021,2025-09-19T12:15:00,2025-09-19T17:33:00,United,UA,business
64372646-40a2-4a9c-985f-c0b1b896f75d,2025-09-03,2025-09-06,ATL,BOS,FARE202,PT2H3M,3,1,0,1,167.88,198.39,7,1242,2025-09-06T11:45:00,2025-09-06T13:48:00,American Airlines,AA,business
652df930-057d-40ff-967c-89b76cbf00f2,2025-09-03,2025-09-21,ATL,BOS,FARE631,PT1H42M,18,1,0,0,342.36,388.68,4,1711,2025-09-21T06:45:00,2025-09-21T08:27:00,American Airlines,AA,business
d1a4b268-b3b0-4323-8ba0-2a553f5927c7,2025-09-03,2025-09-06,ATL,BOS,FARE244,PT2H1M,3,0,1,1,298.21,329.83,9,678,2025-09-06T14:15:00,2025-09-06T16:16:00,United,UA,business
9fd9db56-d9f3-440e-822c-f1f51ddc4322,2025-09-03,2025-09-21,LAX,JFK,FARE490,PT2H47M,18,0,0,1,326.85,363.18,4,964,2025-09-21T10:00:00,2025-09-21T12:47:00,Delta,DL,coach
d26cb8d1-ae9d-4422-9660-c80fdf4405f1,2025-09-03,2025-09-13,LAX,JFK,FARE453,PT5H47M,10,0,1,1,352.35,381.87,9,961,2025-09-13T12:15:00,2025-09-13T18:02:00,American Airlines,AA,coach
662ef10b-c6d7-4e09-982d-b72c530e9d28,2025-09-03,2025-09-23,LAX,JFK,FARE437,PT4H20M,20,1,0,1,109.39,143.43,1,972,2025-09-23T13:30:00,2025-09-23T17:50:00,JetBlue Airways,B6,business
8c353542-97a6-4932-8c81-1e5e837dfa29,2025-09-03,2025-09-22,SFO,ORD,FARE923,PT1H32M,19,0,1,0,437.96,486.14,7,240,2025-09-22T18:45:00,2025-09-22T20:17:00,United,UA,business
1f3dc7e0-ab62-4781-9aa1-5379508fe0a5,2025-09-03,2025-09-04,SFO,ORD,FARE828,PT2H55M,1,0,0,0,419.1,450.8,4,618,2025-09-04T13:30:00,2025-09-04T16:25:00,Delta,DL,coach
61e929dc-82f3-472c-bbde-cc802facefb2,2025-09-03,2025-10-01,SFO,ORD,FARE742,PT2H32M,28,1,1,0,384.78,404.9,2,702,2025-10-01T16:00:00,2025-10-01T18:32:00,American Airlines,AA,coach
5fb129f9-9e9e-43b3-98be-0bb558690657,2025-09-03,2025-09-15,MIA,DFW,FARE399,PT1H53M,12,0,0,1,347.01,367.56,2,592,2025-09-15T15:00:00,2025-09-15T16:53:00,Delta,DL,coach
4e54aadb-139e-409e-bfbc-883cdabbcd30,2025-09-03,2025-09-13,MIA,DFW,FARE902,PT2H21M,10,1,1,0,484.69,512.37,6,1222,2025-09-13T12:30:00,2025-09-13T14:51:00,American Airlines,AA,coach
88ad723f-a02a-4c03-a5ad-17ee0a850a5b,2025-09-03,2025-09-04,MIA,DFW,FARE963,PT4H57M,1,0,1,0,134.6,155.84,1,472,2025-09-04T13:45:00,2025-09-04T18:42:00,United,UA,coach
bd7c0106-38c6-4f85-ad33-882371ab429d,2025-09-04,2025-09-29,ATL,BOS,FARE106,PT2H11M,25,0,0,0,186.18,211.75,2,1627,2025-09-29T09:15:00,2025-09-29T11:26:00,JetBlue Airways,B6,coach
b272fc78-5b89-4f2c-ac2f-60f25d35080e,2025-09-04,2025-09-15,ATL,BOS,FARE413,PT4H25M,11,0,0,0,497.63,537.15,6,573,2025-09-15T16:45:00,2025-09-15T21:10:00,American Airlines,AA,business
26f5bbd8-399a-4f91-8f88-9c488cb0be7c,2025-09-04,2025-09-10,ATL,BOS,FARE807,PT5H24M,6,0,0,0,153.38,173.82,2,1083,2025-09-10T11:30:00,2025-09-10T16:54:00,Delta,DL,coach
c060c888-5cc8-43a0-9019-c35cbdbace9b,2025-09-04,2025-09-06,LAX,JFK,FARE830,PT2H32M,2,1,1,1,408.67,442.48,2,758,2025-09-06T06:30:00,2025-09-06T09:02:00,United,UA,business
b274ca04-fe59-496d-97da-17fbf071f3cd,2025-09-04,2025-09-19,LAX,JFK,FARE718,PT5H38M,15,0,1,0,151.25,188.72,6,1561,2025-09-19T06:30:00,2025-09-19T12:08:00,Delta,DL,business
5f9adefe-a278-4a22-9276-755fc47fad46,2025-09-04,2025-10-03,LAX,JFK,FARE805,PT3H38M,29,0,0,0,266.11,296.05,2,1476,2025-10-03T20:15:00,2025-10-03T23:53:00,United,UA,business
a36746fd-27e7-4beb-a314-83c4b398e530,2025-09-04,2025-09-20,SFO,ORD,FARE335,PT4H49M,16,1,1,0,264.13,289.42,6,735,2025-09-20T16:45:00,2025-09-20T21:34:00,Delta,DL,business
b3af9167-57b2-4f69-8bfb-4f80bcfeb525,2025-09-04,2025-09-27,SFO,ORD,FARE679,PT4H3M,23,1,1,0,460.78,493.7,10,876,2025-09-27T09:45:00,2025-09-27T13:48:00,United,UA,coach
93642cd6-0e80-492a-b4a1-759252034d31,2025-09-04,2025-09-07,SFO,ORD,FARE766,PT4H1M,3,1,0,1,279.75,308.8,1,1605,2025-09-07T08:30:00,2025-09-07T12:31:00,United,UA,business
a8c1579c-68ea-4194-a661-57c193bfa3fd,2025-09-04,2025-09-13,MIA,DFW,FARE504,PT5H2M,9,0,1,0,178.65,225.45,5,1707,2025-09-13T14:45:00,2025-09-13T19:47:00,JetBlue Airways,B6,business
a4da58d7-12d9-4193-8086-af705b268261,2025-09-04,2025-09-08,MIA,DFW,FARE789,PT1H56M,4,0,0,0,222.44,264.94,4,325,2025-09-08T17:30:00,2025-09-08T19:26:00,United,UA,coach
5612687a-47c1-4621-96eb-489ac014e83e,2025-09-04,2025-09-06,MIA,DFW,FARE889,PT3H10M,2,1,1,0,353.26,376.78999999999996,7,815,2025-09-06T20:45:00,2025-09-06T23:55:00,American Airlines,AA,business
15c41b92-8280-4590-a7c7-495a62c1a8f5,2025-09-05,2025-09-29,ATL,BOS,FARE636,PT3H31M,24,1,1,0,332.22,357.04,1,1731,2025-09-29T09:45:00,2025-09-29T13:16:00,United,UA,coach
7f5c094f-9310-4658-84c1-13fe69e58d83,2025-09-05,2025-09-13,ATL,BOS,FARE924,PT4H9M,8,1,1,1,160.15,201.56,2,359,2025-09-13T11:45:00,2025-09-13T15:54:00,United,UA,coach
d4c3e402-84ad-4da2-a0db-51b2c4d06418,2025-09-05,2025-10-03,ATL,BOS,FARE988,PT3H13M,28,1,0,0,115.73,145.15,10,1251,2025-10-03T11:00:00,2025-10-03T14:13:00,Delta,DL,coach
687646f4-f89f-4b51-bc52-4b9d4f5ac734,2025-09-05,2025-09-26,LAX,JFK,FARE348,PT4H42M,21,1,0,1,453.99,494.0,4,561,2025-09-26T14:00:00,2025-09-26T18:42:00,Delta,DL,business
47b389ac-a3c8-4849-a39f-d036ef3a607d,2025-09-05,2025-09-13,LAX,JFK,FARE740,PT4H50M,8,0,1,0,470.34,498.39,8,1783,2025-09-13T13:00:00,2025-09-13T17:50:00,United,UA,business
a75eed16-88b8-4608-8446-9465893f16ff,2025-09-05,2025-09-15,LAX,JFK,FARE481,PT2H44M,10,1,0,0,198.31,221.09,4,1147,2025-09-15T12:15:00,2025-09-15T14:59:00,United,UA,coach
f0c266e7-b287-430f-b64e-1e447f8c9988,2025-09-05,2025-09-23,SFO,ORD,FARE842,PT3H24M,18,0,1,0,419.23,461.8,2,1120,2025-09-23T09:30:00,2025-09-23T12:54:00,JetBlue Airways,B6,business
a96bf0ea-6f62-4d8d-8189-7cf038cce35a,2025-09-05,2025-09-30,SFO,ORD,FARE235,PT5H18M,25,1,0,0,184.14,229.64999999999998,7,1420,2025-09-30T12:00:00,2025-09-30T17:18:00,United,UA,business
d3eb69d4-977b-4e52-8381-c0b0cd924ece,2025-09-05,2025-09-22,SFO,ORD,FARE944,PT2H12M,17,1,0,0,297.98,318.73,2,1167,2025-09-22T07:45:00,2025-09-22T09:57:00,JetBlue Airways,B6,coach
d3a162c4-5d2d-492d-97fa-44ab94dafdef,2025-09-05,2025-09-15,MIA,DFW,FARE698,PT2H20M,10,1,1,0,135.18,184.02,2,634,2025-09-15T09:15:00,2025-09-15T11:35:00,American Airlines,AA,coach
9f0354b3-336a-4fed-a268-a0571ad67e48,2025-09-05,2025-09-21,MIA,DFW,FARE241,PT2H52M,16,0,0,1,187.72,228.73,10,1310,2025-09-21T17:15:00,2025-09-21T20:07:00,United,UA,coach
15cf3065-6c04-43da-a295-8b6bac5b39d6,2025-09-05,2025-09-09,MIA,DFW,FARE824,PT5H42M,4,0,0,0,245.08,282.87,6,812,2025-09-09T06:45:00,2025-09-09T12:27:00,JetBlue Airways,B6,coach
1099af6a-8e86-4503-a71c-173fd8bdb94b,2025-09-06,2025-09-10,ATL,BOS,FARE345,PT4H44M,4,0,0,0,435.77,483.95,8,1671,2025-09-10T09:00:00,2025-09-10T13:44:00,JetBlue Airways,B6,business
58dcb9a0-2099-47fb-b5c1-e45947229654,2025-09-06,2025-09-19,ATL,BOS,FARE456,PT5H47M,13,0,0,0,353.02,379.47999999999996,5,1790,2025-09-19T09:30:00,2025-09-19T15:17:00,JetBlue Airways,B6,coach
cde2e90b-8f46-44f2-8a39-beee28d06f04,2025-09-06,2025-09-15,ATL,BOS,FARE961,PT3H23M,9,0,0,1,273.43,311.45,9,760,2025-09-15T09:15:00,2025-09-15T12:38:00,Delta,DL,business
5599b9e7-e4a8-4494-aa53-42d9fb2e6d99,2025-09-06,2025-09-19,LAX,JFK,FARE751,PT4H54M,13,1,1,0,404.26,444.05,10,472,2025-09-19T18:30:00,2025-09-19T23:24:00,American Airlines,AA,business
99fd84dd-b584-4a25-ab18-7088a7635909,2025-09-06,2025-09-22,LAX,JFK,FARE604,PT5H42M,16,1,1,1,279.72,303.72,10,1028,2025-09-22T19:00:00,2025-09-23T00:42:00,United,UA,business
4dad1233-54c2-43ed-ab4a-d6941d0ac6d0,2025-09-06,2025-10-04,LAX,JFK,FARE583,PT5H51M,28,0,0,0,441.42,488.56,2,656,2025-10-04T08:15:00,2025-10-04T14:06:00,Delta,DL,business
947a9555-d783-4cdf-9d2e-de1e0d1de633,2025-09-06,2025-09-26,SFO,ORD,FARE253,PT4H10M,20,1,0,1,451.03,478.78,7,960,2025-09-26T15:45:00,2025-09-26T19:55:00,JetBlue Airways,B6,coach
